FacilityID,FacilityType,FacilityName,RegionID
105072,Community Clinic,"Koyra Community Clinic , Boalmari [DGHS Facility ID 5072]",1
105073,Community Clinic,"Shekhar Community Clinic , Boalmari [DGHS Facility ID 5073]",1
105074,Community Clinic,"Sohosrail Community Clinic , Boalmari [DGHS Facility ID 5074]",1
105075,Community Clinic,"Teljuri Community Clinic , Boalmari [DGHS Facility ID 5075]",1
105079,Community Clinic,"Abdul Shikderer Dangi Community Clinic , Char Bhadrashion [DGHS Facility ID 5079]",1
105080,Community Clinic,"Moulavirchar Community Clinic , Char Bhadrashion [DGHS Facility ID 5080]",1
105084,Community Clinic,"Char Salepur Community Clinic , Char Bhadrashion [DGHS Facility ID 5084]",1
105085,Community Clinic,"Imatmaj Molyar Dangi Community Clinic , Char Bhadrashion [DGHS Facility ID 5085]",1
105086,Community Clinic,"Salepur Community Clinic , Char Bhadrashion [DGHS Facility ID 5086]",1
105087,Community Clinic,"Char Sultanpur Community Clinic , Char Bhadrashion [DGHS Facility ID 5087]",1
105088,Community Clinic,"Gazirtek Community Clinic , Char Bhadrashion [DGHS Facility ID 5088]",1
105089,Community Clinic,"Joydeb Sarkarer Dangi Community Clinic , Char Bhadrashion [DGHS Facility ID 5089]",1
105094,Community Clinic,"Bilmamudpur Community Clinic , Faridpur Sadar [DGHS Facility ID 5094]",1
105095,Community Clinic,"Godadhor Dangi Community Clinic , Faridpur Sadar [DGHS Facility ID 5095]",1
105096,Community Clinic,"Paschim ,Aliyabad Community Clinic , Faridpur Sadar [DGHS Facility ID 5096]",1
105097,Community Clinic,"Adampur Community Clinic , Faridpur Sadar [DGHS Facility ID 5097]",1
105098,Community Clinic,"Komorpur Community Clinic , Faridpur Sadar [DGHS Facility ID 5098]",1
105099,Community Clinic,"Muslim Mision Community Clinic , Faridpur Sadar [DGHS Facility ID 5099]",1
105100,Community Clinic,"Raghunandanpur Community Clinic , Faridpur Sadar [DGHS Facility ID 5100]",1
105101,Community Clinic,"Charbaludhum Community Clinic , Faridpur Sadar [DGHS Facility ID 5101]",1
105102,Community Clinic,"Khalasi Durgapur Community Clinic , Faridpur Sadar [DGHS Facility ID 5102]",1
105103,Community Clinic,"Uttar ,Charmadhabdiya (new Dangi) Community Clinic , Faridpur Sadar [DGHS Facility ID 5103]",1
105104,Community Clinic,"Aijaddin Matubbarer Dangi Community Clinic , Faridpur Sadar [DGHS Facility ID 5104]",1
105105,Community Clinic,"Char Nikhurdiya Community Clinic , Faridpur Sadar [DGHS Facility ID 5105]",1
105106,Community Clinic,"Habeli Doyarampur Community Clinic , Faridpur Sadar [DGHS Facility ID 5106]",1
105107,Community Clinic,"Poshra Community Clinic , Faridpur Sadar [DGHS Facility ID 5107]",1
105108,Community Clinic,"Char Durgapur Sikder Dangi Community Clinic , Faridpur Sadar [DGHS Facility ID 5108]",1
105109,Community Clinic,"Char Nosipur Community Clinic , Faridpur Sadar [DGHS Facility ID 5109]",1
105110,Community Clinic,"Fotepur Community Clinic , Faridpur Sadar [DGHS Facility ID 5110]",1
105111,Community Clinic,"Goaler Tila Community Clinic , Faridpur Sadar [DGHS Facility ID 5111]",1
105112,Community Clinic,"Aakon Bazar Community Clinic , Faridpur Sadar [DGHS Facility ID 5112]",1
105113,Community Clinic,"Bilnaliya Community Clinic , Faridpur Sadar [DGHS Facility ID 5113]",1
105114,Community Clinic,"Loskorkandi Community Clinic , Faridpur Sadar [DGHS Facility ID 5114]",1
105115,Community Clinic,"Muraridoh Community Clinic , Faridpur Sadar [DGHS Facility ID 5115]",1
105116,Community Clinic,"Piyarpur Community Clinic , Faridpur Sadar [DGHS Facility ID 5116]",1
105117,Community Clinic,"Fusra Community Clinic , Faridpur Sadar [DGHS Facility ID 5117]",1
105118,Community Clinic,"Jhaukhola Community Clinic , Faridpur Sadar [DGHS Facility ID 5118]",1
105119,Community Clinic,"Kosha Gopalpur Community Clinic , Faridpur Sadar [DGHS Facility ID 5119]",1
105120,Community Clinic,"Ronkail Community Clinic , Faridpur Sadar [DGHS Facility ID 5120]",1
105121,Community Clinic,"Ulukanda Community Clinic , Faridpur Sadar [DGHS Facility ID 5121]",1
105122,Community Clinic,"Madhabpur Community Clinic , Faridpur Sadar [DGHS Facility ID 5122]",1
105123,Community Clinic,"Narsinghadiya Community Clinic , Faridpur Sadar [DGHS Facility ID 5123]",1
105124,Community Clinic,"Vabukdiya Community Clinic , Faridpur Sadar [DGHS Facility ID 5124]",1
105125,Community Clinic,"Paschim ,Gongarbodi Community Clinic , Faridpur Sadar [DGHS Facility ID 5125]",1
105126,Community Clinic,"Dhuldi Bazar Community Clinic , Faridpur Sadar [DGHS Facility ID 5126]",1
105127,Community Clinic,"Dhuldi Rajapur Community Clinic , Faridpur Sadar [DGHS Facility ID 5127]",1
105128,Community Clinic,"Giyandiya Community Clinic , Faridpur Sadar [DGHS Facility ID 5128]",1
105129,Community Clinic,"Ghopghat Community Clinic , Modhukhali [DGHS Facility ID 5129]",1
105130,Community Clinic,"Mitahon Community Clinic , Modhukhali [DGHS Facility ID 5130]",1
105131,Community Clinic,"Arpara Community Clinic , Modhukhali [DGHS Facility ID 5131]",1
105132,Community Clinic,"Jinis Nagar Community Clinic , Modhukhali [DGHS Facility ID 5132]",1
105133,Community Clinic,"Rajdhorpur Community Clinic , Modhukhali [DGHS Facility ID 5133]",1
105134,Community Clinic,"Char Naopara Community Clinic , Modhukhali [DGHS Facility ID 5134]",1
105135,Community Clinic,"Gajna Community Clinic , Modhukhali [DGHS Facility ID 5135]",1
105136,Community Clinic,"Khodabaspur Community Clinic , Modhukhali [DGHS Facility ID 5136]",1
105137,Community Clinic,"Mollar Dangi Community Clinic , Modhukhali [DGHS Facility ID 5137]",1
105138,Community Clinic,"Murardiya Community Clinic , Modhukhali [DGHS Facility ID 5138]",1
105139,Community Clinic,"Machhalandapur Community Clinic , Modhukhali [DGHS Facility ID 5139]",1
105140,Community Clinic,"Panchoi Community Clinic , Modhukhali [DGHS Facility ID 5140]",1
105141,Community Clinic,"Megchami Community Clinic , Modhukhali [DGHS Facility ID 5141]",1
105142,Community Clinic,"Picchhliya Community Clinic , Modhukhali [DGHS Facility ID 5142]",1
105143,Community Clinic,"Mubarokdiya Community Clinic , Modhukhali [DGHS Facility ID 5143]",1
105144,Community Clinic,"Sreerampur Community Clinic , Modhukhali [DGHS Facility ID 5144]",1
105145,Community Clinic,"Nokulhati Community Clinic , Saltha [DGHS Facility ID 5145]",1
105146,Community Clinic,"Putia Community Clinic , Salth [DGHS Facility ID 5146]",1
105147,Community Clinic,"Char Bollovodi Community Clinic , Saltha [DGHS Facility ID 5147]",1
105148,Community Clinic,"Nishatola Community Clinic , Saltha [DGHS Facility ID 5148]",1
105149,Community Clinic,"Kamdiya Community Clinic ,Saltha [DGHS Facility ID 5149]",1
105150,Community Clinic,"Purura Community Clinic , Saltha [DGHS Facility ID 5150]",1
105151,Community Clinic,"Baneshbardi Community Clinic , Nagarkanda [DGHS Facility ID 5151]",1
105152,Community Clinic,"Nagardiya Community Clinic , Nagarkanda [DGHS Facility ID 5152]",1
105153,Community Clinic,"Pailan Potri Community Clinic , Nagarkanda [DGHS Facility ID 5153]",1
105154,Community Clinic,"Bilgobindapur Community Clinic , Nagarkanda [DGHS Facility ID 5154]",1
105155,Community Clinic,"Shankarpasha Community Clinic , Nagarkanda [DGHS Facility ID 5155]",1
105156,Community Clinic,"Diyapara Community Clinic , Saltha [DGHS Facility ID 5156]",1
105157,Community Clinic,"Joyjhap Community Clinic , Saltha [DGHS Facility ID 5157]",1
105158,Community Clinic,"Madhya Kaichail Community Clinic , Nagarkanda [DGHS Facility ID 5158]",1
105159,Community Clinic,"Sholpur Community Clinic , Nagarkanda [DGHS Facility ID 5159]",1
105160,Community Clinic,"Baghutiya Community Clinic , Nagarkanda [DGHS Facility ID 5160]",1
105161,Community Clinic,"Binokdiya Community Clinic , Nagarkanda [DGHS Facility ID 5161]",1
105162,Community Clinic,"Shakrail Community Clinic , Nagarkanda [DGHS Facility ID 5162]",1
105163,Community Clinic,"Kumar Potti Community Clinic , Saltha [DGHS Facility ID 5163]",1
105164,Community Clinic,"Chhagoldi Community Clinic , Nagarkanda [DGHS Facility ID 5164]",1
105165,Community Clinic,"Kodaliya Community Clinic , Nagarkanda [DGHS Facility ID 5165]",1
105166,Community Clinic,"Dofa Community Clinic , Nagarkanda [DGHS Facility ID 5166]",1
105167,Community Clinic,"Bahirdiya Community Clinic , Saltha [DGHS Facility ID 5167]",1
105168,Community Clinic,"Debinagar Community Clinic , Nagarkanda [DGHS Facility ID 5168]",1
105169,Community Clinic,"Radhanagar Community Clinic , Nagarkanda [DGHS Facility ID 5169]",1
105170,Community Clinic,"Bara Bangrail Community Clinic , Saltha [DGHS Facility ID 5170]",1
105171,Community Clinic,"Fukra Community Clinic , Saltha [DGHS Facility ID 5171]",1
105172,Community Clinic,"Dhutrahati Community Clinic , Nagarkanda [DGHS Facility ID 5172]",1
105173,Community Clinic,"Manikdi Community Clinic , Nagarkanda [DGHS Facility ID 5173]",1
105174,Community Clinic,"Shakpaldiya Community Clinic , Nagarkanda [DGHS Facility ID 5174]",1
105175,Community Clinic,"Dakshin ,Bilnalia Community Clinic , Nagarkanda [DGHS Facility ID 5175]",1
105176,Community Clinic,"Char Chandpur Bhasan Community Clinic , Sadarpur [DGHS Facility ID 5176]",1
105177,Community Clinic,"Char Durgapur Community Clinic , Sadarpur [DGHS Facility ID 5177]",1
105178,Community Clinic,"Paschim ,Amirabad Community Clinic , Sadarpur [DGHS Facility ID 5178]",1
105179,Community Clinic,"Krishna Mangoler Dangi Community Clinic , Sadarpur [DGHS Facility ID 5179]",1
105180,Community Clinic,"Nolertek Community Clinic , Sadarpur [DGHS Facility ID 5180]",1
105181,Community Clinic,"Dakshin ,Charbishnupur Community Clinic , Sadarpur [DGHS Facility ID 5181]",1
105182,Community Clinic,"Char Dorikrishnapur Community Clinic , Sadarpur [DGHS Facility ID 5182]",1
105183,Community Clinic,"Purba ,Kandi Community Clinic , Sadarpur [DGHS Facility ID 5183]",1
105184,Community Clinic,"Ramchandrapur Community Clinic , Sadarpur [DGHS Facility ID 5184]",1
105185,Community Clinic,"Shoulodubi Community Clinic , Sadarpur [DGHS Facility ID 5185]",1
105186,Community Clinic,"Argariya Community Clinic , Gazipur Sadar [DGHS Facility ID 5186]",1
105187,Community Clinic,"Barakayer Community Clinic , Gazipur Sadar [DGHS Facility ID 5187]",1
105188,Community Clinic,"Jamuna Community Clinic , Gazipur Sadar [DGHS Facility ID 5188]",1
105189,Community Clinic,"Kamariya Community Clinic , Gazipur Sadar [DGHS Facility ID 5189]",1
105190,Community Clinic,"Khude Barmi Community Clinic , Gazipur Sadar [DGHS Facility ID 5190]",1
105191,Community Clinic,"Barabaika Community Clinic , Gazipur Sadar [DGHS Facility ID 5191]",1
105192,Community Clinic,"Bhogra Community Clinic , Gazipur Sadar [DGHS Facility ID 5192]",1
105193,Community Clinic,"Dighirchala Community Clinic , Gazipur Sadar [DGHS Facility ID 5193]",1
105194,Community Clinic,"Islampur Community Clinic , Gazipur Sadar [DGHS Facility ID 5194]",1
105195,Community Clinic,"Gachha Kolini Community Clinic , Gazipur Sadar [DGHS Facility ID 5195]",1
105196,Community Clinic,"Ichhar Community Clinic , Gazipur Sadar [DGHS Facility ID 5196]",1
105197,Community Clinic,"Jajhar Community Clinic , Gazipur Sadar [DGHS Facility ID 5197]",1
105198,Community Clinic,"Kamarjuri Community Clinic , Gazipur Sadar [DGHS Facility ID 5198]",1
105199,Community Clinic,"Polashona Community Clinic , Gazipur Sadar [DGHS Facility ID 5199]",1
105200,Community Clinic,"Dakshin ,Khailkur Community Clinic , Gazipur Sadar [DGHS Facility ID 5200]",1
105201,Community Clinic,"Enayetapur Community Clinic , Gazipur Sadar [DGHS Facility ID 5201]",1
105202,Community Clinic,"Latifpur Community Clinic , Gazipur Sadar [DGHS Facility ID 5202]",1
105203,Community Clinic,"Sarpaitali Community Clinic , Gazipur Sadar [DGHS Facility ID 5203]",1
105205,Community Clinic,"Bahadurpur Community Clinic , Gazipur Sadar [DGHS Facility ID 5205]",1
105206,Community Clinic,"Biprabartha Community Clinic , Gazipur Sadar [DGHS Facility ID 5206]",1
105207,Community Clinic,"Gazipur Community Clinic , Gazipur Sadar [DGHS Facility ID 5207]",1
105208,Community Clinic,"Hatiyab Purba ,Community Clinic , Gazipur Sadar [DGHS Facility ID 5208]",1
105209,Community Clinic,"Hatiyab Paschim ,Community Clinic , Gazipur Sadar [DGHS Facility ID 5209]",1
105210,Community Clinic,"Jangaliyapara Community Clinic , Gazipur Sadar [DGHS Facility ID 5210]",1
105211,Community Clinic,"Mirer Gaon Community Clinic , Gazipur Sadar [DGHS Facility ID 5211]",1
105212,Community Clinic,"Porabari Community Clinic , Gazipur Sadar [DGHS Facility ID 5212]",1
105213,Community Clinic,"Deuliya Bari Community Clinic , Gazipur Sadar [DGHS Facility ID 5213]",1
105214,Community Clinic,"Meghlal Community Clinic , Gazipur Sadar [DGHS Facility ID 5214]",1
105215,Community Clinic,"B -k Bari Community Clinic , Gazipur Sadar [DGHS Facility ID 5215]",1
105216,Community Clinic,"Bahariyarchala Community Clinic , Gazipur Sadar [DGHS Facility ID 5216]",1
105217,Community Clinic,"Baniyarchala Community Clinic , Gazipur Sadar [DGHS Facility ID 5217]",1
105218,Community Clinic,"Bartapara Community Clinic , Gazipur Sadar [DGHS Facility ID 5218]",1
105219,Community Clinic,"Madhyapara Community Clinic , Gazipur Sadar [DGHS Facility ID 5219]",1
105220,Community Clinic,"Maytapara Community Clinic , Gazipur Sadar [DGHS Facility ID 5220]",1
105221,Community Clinic,"Sarkar Para Community Clinic , Gazipur Sadar [DGHS Facility ID 5221]",1
105222,Community Clinic,"Paschim ,Dagri Community Clinic , Gazipur Sadar [DGHS Facility ID 5222]",1
105223,Community Clinic,"Baradal Sapmara Community Clinic , Gazipur Sadar [DGHS Facility ID 5223]",1
105224,Community Clinic,"Bhadun Nagpara Community Clinic , Gazipur Sadar [DGHS Facility ID 5224]",1
105225,Community Clinic,"Bindan Community Clinic , Gazipur Sadar [DGHS Facility ID 5225]",1
105226,Community Clinic,"Hyderabad Community Clinic , Gazipur Sadar [DGHS Facility ID 5226]",1
105227,Community Clinic,"Khilgaon Community Clinic , Gazipur Sadar [DGHS Facility ID 5227]",1
105228,Community Clinic,"Kudab Community Clinic , Gazipur Sadar [DGHS Facility ID 5228]",1
105229,Community Clinic,"Meghdubi Community Clinic , Gazipur Sadar [DGHS Facility ID 5229]",1
105230,Community Clinic,"Nandibari Community Clinic , Gazipur Sadar [DGHS Facility ID 5230]",1
105231,Community Clinic,"Sukundirbag Community Clinic , Gazipur Sadar [DGHS Facility ID 5231]",1
105232,Community Clinic,"Boroichhuti Community Clinic , Kaliakair [DGHS Facility ID 5232]",1
105233,Community Clinic,"Dorbaria Community Clinic , Kaliakair [DGHS Facility ID 5233]",1
105234,Community Clinic,"Kandapara Community Clinic , Kaliakair [DGHS Facility ID 5234]",1
